id,icao,iata,name,city,state,country,elevation,lat,lon,tz,createdAt,updatedAt
178,05IN,,Cooper Airport,Belleville,Indiana,US,860,39.64199829,-86.5042038,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
179,05IS,,Hardy Airport,Mount Auburn,Illinois,US,605,39.72589874,-89.26399994,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
180,05KS,,Darbro Field,Elk City,Kansas,US,945,37.26620102,-95.959198,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
181,05KY,,Cartersville Airport,Berea,Kentucky,US,1070,37.53689957,-84.40720367,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
182,05LA,,Greg's Flying Service Airport,Baskin,Louisiana,US,76,32.26530075,-91.69779968,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
183,05LS,,Grass Roots Airport,Alexandria,Louisiana,US,83,31.25219917,-92.47579956,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
184,05MD,,Breezecroft Airport,Chestertown,Maryland,US,20,39.25009918,-76.2052002,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
185,05ME,,Drisko Airport,Jonesboro,Maine,US,70,44.6570015,-67.55919647,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
186,05NE,,Mc Kay Airport,Spalding,Nebraska,US,2010,41.72219849,-98.30899811,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
187,05OI,,Dorlon Airpark,Columbia Station,Ohio,US,830,41.28839874,-81.96260071,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
188,05OK,,Hawk Haven Airport,Crescent,Oklahoma,US,1075,35.85340118,-97.56749725,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
189,05OR,,Peacock Ranch Airport,Enterprise,Oregon,US,3500,45.44150162,-117.3509979,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
190,05PS,,Mills Brothers Airport,Burnt Cabins,Pennsylvania,US,1210,40.14279938,-77.86190033,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
191,05TA,,Brandes Air Field,Sealy,Texas,US,276,29.8090992,-96.26509857,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
192,05TE,,Hilde-Griff Field,Georgetown,Texas,US,950,30.7220993,-97.79139709,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
193,05TS,,Dew Drop Airport,Justin,Texas,US,750,33.12929916,-97.3585968,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
194,05TX,,Circle 'A' Ranch Airport,Blum,Texas,US,608,32.12919998,-97.40419769,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
195,05UT,,Oljato Airport,Oljato,Utah,US,4838,37.03329849,-110.3170013,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
196,05VA,,Providence Airport,Farmville,Virginia,US,445,37.2242012,-78.41860199,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
197,05WI,,Ames Private Airport,Darien,Wisconsin,US,958,42.65110016,-88.74590302,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
198,05WN,,Flat Creek Field,Kettle Falls,Washington,US,1570,48.702222,-118.0475,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
199,05XS,,Johnson Memorial Airport,Wilmot,Arkansas,US,105,33.07929993,-91.54319763,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
200,06AK,,June Lake Airpark,Wasilla,Alaska,US,425,61.627619,-149.575331,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
201,06AR,,Bondair Airport,Higden,Arkansas,US,499,35.54449844,-92.18489838,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
202,06CO,,Jecan Airport,Branson,Colorado,US,5100,37.38750076,-103.6910019,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
203,06FA,,William P Gwinn Airport,Jupiter,Florida,US,28,26.90839958,-80.3289032,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
204,06FD,,Grass Roots Airpark,Mascotte,Florida,US,105,28.64170074,-81.88500214,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
205,06IA,,Rich Field,Walford,Iowa,US,880,41.84140015,-91.83429718,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
206,06ID,,Larkin Airport,Kuna,Idaho,US,2750,43.46269989,-116.3590012,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
207,06IL,,Humm Airport,Earlville,Illinois,US,708,41.59949875,-88.86990356,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
208,06IN,,Ellis Fly-In Airport,Blackhawk,Indiana,US,575,39.28279877,-87.3035965,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
209,06IS,,Sinele Strip,Nauvoo,Illinois,US,695,40.54639816,-91.27429962,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
210,06MN,,Pike Field Airport,Virginia,Minnesota,US,1463,47.65190125,-92.41670227,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
211,06MO,,Noahs Ark Airport,Waldron,Missouri,US,755,39.23059845,-94.80439758,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
212,06MT,,Torgerson Airport,Ethridge,Montana,US,3541,48.55830002,-112.1090012,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
213,06NC,,Tailwinds Airport,St. Pauls,North Carolina,US,163,34.82749939,-78.93029785,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
214,06ND,,Fitterer's Strip,Glen Ullin,North Dakota,US,2180,46.74890137,-101.6689987,America/North_Dakota/New_Salem,2020-08-18 12:04:00,2020-08-18 12:04:00
215,06NH,,Cole Farm Airport,Kensington,New Hampshire,US,160,42.92839813,-70.97309875,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
216,06NY,,Murphy Field,Auburn,New York,US,1100,42.84280014,-76.44529724,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
217,06OH,,Hal Joy Airfield,Williamsfield,Ohio,US,1160,41.50979996,-80.59120178,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
218,06OI,,Green Acres Airport,New Lebanon,Ohio,US,915,39.73479843,-84.38220215,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
219,06OR,,Hayden Mountain Airport,Forest Grove,Oregon,US,850,45.46509933,-123.0800018,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
220,06PA,,Freefall Oz Airport,Ceres,New York,US,1440,42.00839996,-78.25810242,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
221,06SN,,Beyer Farm Airport,Derby,Kansas,US,1340,37.58390045,-97.25309753,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
222,06TA,,Glaser Field,Buckholts,Texas,US,480,30.90850067,-97.11689758,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
223,06TE,,Ainsworth Airport,Cleveland,Texas,US,129,30.31270027,-95.02690125,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
224,06TN,,Hunter STOLport,Columbia,Tennessee,US,640,35.69729996,-86.95690155,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
225,06TS,,Roscoe Mc Connico Airport,Kerens,Texas,US,350,32.12070084,-96.17910004,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
226,06TX,,Diamond N Ranch Airport,Hockley,Texas,US,215,30.05760002,-95.81289673,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
227,06R,,Grawunder Field Airport,Bellville,Texas,US,89,29.94097222,-96.24525,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
228,06VA,,Mount Horeb Field,Grottoes,Virginia,US,1160,38.24900055,-78.8553009,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
229,06WI,,Young Private Airport,Frederic,Wisconsin,US,1075,45.66270065,-92.45020294,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
230,06WN,,Western Airpark,Yelm,Washington,US,394,46.92499924,-122.5530014,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
231,06XS,,Campbell Field,Aubrey,Texas,US,546,33.3246994,-97.04419708,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
232,07AR,,Morrilton Airport,Morrilton,Arkansas,US,300,35.19449997,-92.80020142,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
233,07CL,,Richvale Airport,Richvale,California,US,100,39.49769974,-121.7710037,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
234,07CO,,Comanche Creek Airport,Kiowa,Colorado,US,6620,39.2635994,-104.427002,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
235,07FA,,Ocean Reef Club Airport,Key Largo,Florida,US,8,25.3253994,-80.27480316,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
236,07FD,,Flying G Ranch STOLport,Lee,Florida,US,90,30.41799927,-83.28379822,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
237,07GA,,Alcovy Airport,Covington,Georgia,US,750,33.67499924,-83.76309967,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
238,07ID,,Interstate Airport,Malta,Idaho,US,4580,42.27819824,-113.3050003,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
239,07IN,,Gray Airport,Boggstown,Indiana,US,750,39.57369995,-85.91390228,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
240,07KS,,Heape Field,Augusta,Kansas,US,1321,37.73419952,-96.93669891,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
241,07KY,,Blue Lick Airport,Louisville,Kentucky,US,532,38.08060074,-85.69329834,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
242,07MD,,Baugher's Orchard Airport,Westminster,Maryland,US,700,39.60829926,-77.05190277,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
243,07MI,,Scott Airstrip,Lake,Michigan,US,1065,43.86420059,-85.02390289,America/Detroit,2020-08-18 12:04:00,2020-08-18 12:04:00
244,07MN,,Dairyview Airport,Hadley,Minnesota,US,1680,44.05500031,-95.90950012,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
245,07MO,,Lake Sexton Airport,Warrensburg,Missouri,US,880,38.65000153,-93.61689758,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
246,07MT,,Glasgow Industrial Airport,Glasgow,Montana,US,2762,48.42110062,-106.5279999,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
247,07NC,,Hawks Meadow Airport,Waxhaw,North Carolina,US,625,34.83319855,-80.75119781,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
248,07OK,,Pleasant Valley Airport,Snyder,Oklahoma,US,1322,34.63339996,-99.03369904,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
249,07OR,,Bruce's Airport,Milwaukie,Oregon,US,250,45.42179871,-122.6200027,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
250,07PN,,Folmar Airport,Grassflat,Pennsylvania,US,1690,40.998889,-78.125278,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
251,07SN,,Churchill Airport,Phillipsburg,Kansas,US,1965,39.77280045,-99.36009979,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
252,07TA,,Salaika Aviation Airport,Danbury,Texas,US,30,29.2404995,-95.34470367,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
253,07TE,,Cuddihy Field,Corpus Christi,Texas,US,39,27.72109985,-97.51280212,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
254,07TN,,Corntassel Airport,Vonore,Tennessee,US,970,35.5685997,-84.2410965,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
255,07TS,,Cross-Country Estates Airport,Georgetown,Texas,US,690,30.625,-97.57279968,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
256,07VA,,Alpha Hotel Airport,Clover,Virginia,US,350,36.81959915,-78.78309631,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
257,07VT,,Meadow STOLport,Jericho,Vermont,US,801,44.44720078,-72.91470337,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
258,07WI,,Bartell Strip,Genessee Depot,Wisconsin,US,990,42.96530151,-88.39150238,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
259,08AK,,Fisher Airport,Big Lake,Alaska,US,200,61.569639,-149.724439,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
260,08CL,,Kistler Ranch Airport,Jamestown,California,US,1025,37.85960007,-120.5540009,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
261,08CO,,Terra Firma Airport,Rush,Colorado,US,5600,38.73249817,-104.0410004,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
262,08FA,,Duda Airstrip,La Belle,Florida,US,35,26.57979965,-81.48370361,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
263,08FD,,Sunniland Ranch Airport,Okeechobee,Florida,US,65,27.36310005,-80.77279663,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
264,08FL,,J. H. Hendrie Farms Airport,Lake Placid,Florida,US,103,27.08449936,-81.3286972,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
265,08GA,,Sapelo Island Airport,Darien,Georgia,US,12,31.42580032,-81.2858963,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
266,08ID,,Symms Airport,Marsing,Idaho,US,2680,43.56930161,-116.7770004,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
267,08IL,,Harms Airstrip,Tampico,Illinois,US,643,41.57699966,-89.79399872,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
268,08IS,,Hemmer RLA Restricted Landing Area,Du Quoin,Illinois,US,400,37.97779846,-89.20290375,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
269,08KS,,Alderson Airport,Bennington,Kansas,US,1250,39.03469849,-97.58000183,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
270,08KY,,Boss Airport,Burnside,Kentucky,US,820,36.97259903,-84.62609863,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
271,08LL,,Sauer Airport,Dwight,Illinois,US,665,41.07529831,-88.48919678,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
272,08LS,,Aeleron Airport,Grand Coteau,Louisiana,US,51,30.40360069,-92.02359772,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
273,08MA,,Wormid Airport,Southborough,Massachusetts,US,360,42.29399872,-71.49620056,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
274,08ME,,Lindbergh Airport,Avon,Maine,US,554,44.81420136,-70.34529877,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
275,08MO,,Twin Oaks Airport,Jasper,Missouri,US,955,37.39559937,-94.28379822,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
276,08MS,,Williams Field,Coldwater,Mississippi,US,345,34.66220093,-89.86830139,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
277,08MT,,Clark Airport,Grassrange,Montana,US,3450,47.06389999,-108.8170013,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
278,08NC,,Whiteheart Farm Airport,Lewisville,North Carolina,US,750,36.06760025,-80.46559906,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
279,08ND,,Brecht Strip,Golden Valley,North Dakota,US,1990,47.32310104,-102.0979996,America/North_Dakota/Beulah,2020-08-18 12:04:00,2020-08-18 12:04:00
280,08NE,,Laurel Municipal Airport,Laurel,Nebraska,US,1467,42.43170166,-97.07949829,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
281,08NY,,Md1 Airport,Middletown,New York,US,650,41.36809921,-74.50559998,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
282,08OH,,Kenley Airport,Hartford,Ohio,US,1230,41.29169846,-80.56369781,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
283,08OK,,Parks Airport,Wilburton,Oklahoma,US,635,34.93149948,-95.25830078,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
284,08OR,,Saxon Sycan Airport,Silver Lake,Oregon,US,4990,42.83929825,-121.1169968,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
285,08TE,,B. J. Mc Combs Sisterdale Airport,Comfort,Texas,US,1447,29.97599983,-98.74359894,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
286,08TS,,Puesta Del Sol Airport,La Gloria,Texas,US,420,26.88780022,-98.50720215,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
287,08TX,,Cross Wind Airport,Weatherford,Texas,US,1040,32.85820007,-97.74749756,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
288,08VA,,Springwood Airstrip,Buchanan,Virginia,US,1000,37.55400085,-79.74980164,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
289,08XS,,Peterson Airport,Old Ocean,Texas,US,45,29.10810089,-95.77749634,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
290,09AK,,West Beaver Airport,Big Lake,Alaska,US,228,61.589361,-149.847333,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
291,09AZ,,Stronghold Airport,St David,Arizona,US,4970,31.9253006,-110.038002,America/Phoenix,2020-08-18 12:04:00,2020-08-18 12:04:00
292,09CL,,Alta Sierra Airport,Grass Valley,California,US,2275,39.11380005,-121.0569992,America/Los_Angeles,2020-08-18 12:04:00,2020-08-18 12:04:00
293,09CO,,Cottonwood Field,Swink,Colorado,US,4180,38.05559921,-103.6529999,America/Denver,2020-08-18 12:04:00,2020-08-18 12:04:00
294,09FA,,Placid Lakes Airport,Lake Placid,Florida,US,130,27.24559975,-81.4131012,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
295,09FD,,Cheryl-Lane Landings Airport,Bushnell,Florida,US,71,28.67110062,-82.08730316,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
296,09FL,,Sunnybreeze Airport,Arcadia,Florida,US,60,27.05559921,-81.97059631,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
297,09GA,,Sunbelt Strip,Moultrie,Georgia,US,230,31.11129951,-83.68409729,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
298,09IA,,Skydive Iowa Airport,Brooklyn,Iowa,US,820,41.74580002,-92.40930176,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
299,09ID,,Taylor Ranch Landing Area Airport,Moscow,Idaho,US,3835,45.10390091,-114.8550034,America/Boise,2020-08-18 12:04:00,2020-08-18 12:04:00
300,09II,,Gibbons Field,Valeene,Indiana,US,880,38.44729996,-86.44499969,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
301,09IN,,Gordon Airport,Columbia City,Indiana,US,850,41.1208992,-85.42500305,America/Indiana/Indianapolis,2020-08-18 12:04:00,2020-08-18 12:04:00
302,09KS,,Coffman Airport,Wellsville,Kansas,US,970,38.70700073,-95.13829803,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
303,09LL,,Pine Hill Airport,Capron,Illinois,US,1000,42.4681015,-88.74320221,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
304,09MA,,Kallander Field,Southborough,Massachusetts,US,403,42.3042984,-71.50589752,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
305,09ME,,Perrotti Skyranch Airfield,Berwick,Maine,US,260,43.34080124,-70.85469818,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
306,09MN,,W Johnson Field,Hazel Run,Minnesota,US,1060,44.77999878,-95.66359711,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
307,09MO,,Hogue Farm Airport,Willard,Missouri,US,1210,37.3783989,-93.36329651,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
308,09NC,,William Irving Lewis Airport,Broadway,North Carolina,US,310,35.32929993,-79.02999878,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
309,09NE,,Summer Hill Farm Airport,Bennington,Nebraska,US,1250,41.33330154,-96.19360352,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
310,09OK,,Ragtime Aerodrome,Collinsville,Oklahoma,US,700,36.35449982,-95.86389923,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
311,09PA,,Eagle Field,Port Matilda,Pennsylvania,US,1780,40.82699966,-77.98809814,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
312,09TA,,Lazy G Bar Ranch Airport,Decatur,Texas,US,923,33.28210068,-97.49700165,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
313,09TE,,Running M Ranch Airport,Glen Rose,Texas,US,787,32.26679993,-97.86699677,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
314,09TS,,Pitcock Rosillos Mountain Ranch Airport,Marathon,Texas,US,3100,29.48240089,-103.1650009,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
315,09TX,,Smokey Mtn Ranch Airport,Sheffield,Texas,US,2522,30.7390995,-102.0240021,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
316,09VA,,Alum Ridge STOLport,Floyd,Virginia,US,2375,36.97650146,-80.49389648,America/New_York,2020-08-18 12:04:00,2020-08-18 12:04:00
317,09WI,,Parkway Farm Strip,Holmen,Wisconsin,US,705,44.00360107,-91.30760193,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
318,0AK0,,Scotts Airport,North Pole,Alaska,US,800,64.39250183,-146.8619995,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
319,0AK1,,Anderson Lake Airport,Wasilla,Alaska,US,463,61.6169014,-149.3220062,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
320,0AK2,,Yentna Bend Strip,Willow,Alaska,US,81,61.725556,-150.678611,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
321,0AK3,,Parker Lake Airport,Montana Creek,Alaska,US,250,62.03590012,-150.4940033,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
322,0AK5,,Young Creek Airport,May Creek,Alaska,US,1580,61.35649872,-142.7330017,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
323,0AK6,,Victory Airport,Victory Bible Camp,Alaska,US,1800,61.80339813,-147.9440002,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
324,0AK7,,Bradley Lake Hydroelectri Project Airstrip,Homer,Alaska,US,18,59.77610016,-150.9589996,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
325,0AK9,,Falcon Lake Strip,Point Mackenzie,Alaska,US,110,61.33259964,-150.0590057,America/Anchorage,2020-08-18 12:04:00,2020-08-18 12:04:00
326,0AL1,,Resort Airport,Foley,Alabama,US,97,30.44389915,-87.6568985,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
327,0AL5,,Flomaton Airport,Flomaton,Alabama,US,247,31.03219986,-87.25279999,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
328,0AL9,,Wilson Creek Airport,Florence,Alabama,US,590,34.84999847,-87.63249969,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
329,0AR1,,Hooterville South Airport,Centerville,Arkansas,US,370,35.09469986,-93.20200348,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
330,0AR2,,Mission Field-Marotti Memorial Airport,Crawfordsville,Arkansas,US,217,35.26679993,-90.35009766,America/Chicago,2020-08-18 12:04:00,2020-08-18 12:04:00
